id,badgegeber_id,name,deklarierte_funktion,infocubeAPI,infocube_id,infoCubeDiff,noga,bemerkungen,,rote_flagge
1,1,Vincenzo Pedrazzini,FDP.Die Liberalen,370844,370844,,0,,,
247,1,0,0,,0,,0,0,,0
2,2,Donat Schneider,Ladwirtschaftliche Organisation Bern und der angrenzenden Gebiete (LOBAG),4937033,4937033,,0,,,
248,2,Werner Salzmann,SVP Kanton Bern,657680,418186,,"Cultural, education, scientific and research organisations",Mitglied im Zentralvorstand der SVP Schweiz,,
3,3,Etienne Bütikofer,Berufsverband Bildung,0,p20003213451,,0,"Kursleiter, Bildungs-Berater, Bildungs-Lobbyist",,
249,3,Markus Meyer,Präsident Schweizerisches Kompetenzzentrum Fischerei (KSF),5496091,,,0,"Präsident Bernisch Kantonaler Fischerei-Verband, Rechtsanwalt bei Bracher & Partner, Spezialist für Wirtschafts-, Verwaltungs- und Baurecht, über öffentliche Suchmaske zu wenig eindeutig. Privatadresse: Eisenbahnstrasse 11, 4901 Langenthal",,
4,4,0,0,0,0,,0,0,,0
250,4,0,0,0,0,,0,0,,0
5,5,Alex Fischer,WWF Schweiz,943511,p21005293744,,Other interest groups,"Dozent an der Central European University, Budapest",,
251,5,0,0,0,0,,0,0,,0
6,6,Kind Andrea,Gast,145057,,,Freight transport by road,"Musikerin (Konzerthackbrett),
Klangschalen-Masseurin und -therapeutin",,
252,6,0,0,0,0,,0,0,,0
7,7,Simon Affolter,Etat de Vaud,4421615,,,0,Delegierter des Kantons Waadt für interkantonale und europäische Angelegenheiten,,
253,7,Dore Heim,Schweizerischer Gewerkschaftsbund,5002326,,,Pension funding,Geschftäftsführende Sekretärin des Schweizerischen Gewerkschaftsbundes (SGB),,
8,8,Raphaël Tschanz,UBS AG,6667117,5315606,,Big banks,,,
254,8,0,0,0,0,,0,0,,0
9,9,Stefan Wyer,Pesönlicher Mitarbeiter,5716363,5716363,,0,"Kommunikations- und Public-Affairs-Berater, ehemaliger persönlicher Mitarbeiter von Bundesrätin Ruth Metzler-Arnold",,"Lobbyist, kein persönlicher Mitarbeiter."
255,9,René Rall,Schweizerischer Anwaltsverband,853602,853602,,Other social activities without accommodation,Generalsektretär Sschweizerischer Anwaltsverband,,
10,10,Max Nötzli,Verband auto-schweiz,359276,1030082,,Activities of professional membership organisations,,,
256,10,Roger Schnegg,Swiss Olympic,6328894,6328894,,Activities of sport clubs,,,
11,11,Martin Flügel,Travail.Suisse,4589513,4589513,,0,,,
257,11,Susanne Blank,Travail.Suisse,5747169,,,0,"Cheredaktorin ""Die Volkswirtschaft"", Staatssekretariat für Wirtschaft Seco",,
12,12,0,0,0,0,,0,0,,0
258,12,0,0,0,0,,0,0,,0
13,13,Regula Mühlebach,"Schweizerischer Mieterinnen- und Mieterverband, Deutschschweiz (SMV/D)",5414310,5414310,,0,,,
259,13,Ulrich Keller,Schweizerischer Verband für Wohnungswesen,4325114,268223,,Pension funding,,,
14,14,Lionel Ricou,CURAVIVA Suisse / Cabinet privé de conseils SA,5135121,5135121,,0,Public-Affairs-Spezialist,,
260,14,0,0,0,0,,0,0,,0
15,15,Emil Kälin,Pesönlicher Mitarbeiter,6262668,4465470,,0,Generalsekretär Volkswirtschaftsdirektion Uri,,
261,15,Edith Baumann,Gast,51996,51997,,Freight transport by road,Ehefrau von Isidor Baumann,,
16,16,Martin Zenhäusern,Zenhäusern & Partner AG,540164,736914,,0,"Ex-Coach von Ruth Metzler und Joseph Deiss, Ex-Pressesprecher CVP Wallis",,Intransparent!
262,16,Nathalie Gysi,Green Cross Schweiz,1058766,1058766,,0,,,
17,17,Natacha Berberat,Gast,0,p22005158400,,Freight transport by road,Ehefrau,,
263,17,Florence Meyer,Ville de La Chaux-de-Fonds,5138077,,,"Accounting, bookkeeping and auditing activities; tax consultancy",Verantwortliche für Aussenangelegenheiten bei der Stadt La Chaux-de-Fonds,,
18,18,Alain Bovard,"Amnesty International, Section Suisse",4323098,,,0,,,
264,18,Daniel Roth,Gast,6686373,,,Freight transport by road,Ehemann,,
19,19,Stefan Vannoni,economiesuisse,5003241,5591444,,Activities of business and employers membership organisations,Stv. Leiter allgemeine Wirtschaftspolitik & Bildung bei Economiesuisse,,
265,19,0,0,0,0,,0,0,,0
20,20,Matthias Dietrich,Informationsdienst für den öffentlichen Verkehr (LITRA),5174729,,,0,Geschäftsführer. War früher in der PR-Abteilung der SBB.,,
266,20,Aeppli Alfred,Gast,5603659,,,Freight transport by road,"Der ""Bundeshaus-Seelsorger""; arbeitet bei den Besinnungen im Bundeshaus mit. Präsident des Landeskirchen-Forums.",,
21,21,Hans Koller,strasseschweiz,181283,,,0,,,
267,21,Urs Amstutz,Waldwirtschaft Schweiz (WVS),825391,35427,,Activities of business and employers membership organisations,,,
22,22,Sara Stalder,Siftung für Konsumentenschutz,1043681,5701234,,0,,,
268,22,0,0,0,0,,0,0,,0
23,23,Marco Taddei,Schweizerischer Verband freier Berufe,6803999,,,0,Generalsekretär,,
269,23,0,0,0,0,,0,0,,0
24,24,Hans-Ulrich Bigler,Schweizerischer Gewerbeverband (sgv),5491247,850929,,0,Und: Vorstand HEV Kanton Zürich,,
270,24,0,0,0,0,,0,0,,0
25,25,Blocher Silvia,Gast,6895995,6895995,,Freight transport by road,Ehefrau,,
271,25,Von Rohr Chris,Gast,410925,,,Freight transport by road,,,
26,26,David Stickelberger,Swissolar,5646523,5646523,,Investment intermediation,,,
272,26,Gaston Wolf,Konferenz Hochschuldozierende Schweiz,0,,,0,,,
27,27,Erich Herren,Persönlicher Mitarbeiter,5355066,4867051,,Pension funding,,,
273,27,Hüssy Hans-Rudolf,Persönlicher Mitarbeiter,0,,,Pension funding,Ex-Präsident der Offiziere der Luftwaffe (Avia),,
28,28,Urs Martin,Privatklinken Schweiz,5140844,6595970,,0,,,
274,28,Roswitha Brunner,Aktion Medienfreiheit,857197,,,0,,,
29,29,Francis Egger,Union Suisse des Paysans,1073293,1073293,,0,,,
275,29,Fritz Glauser,Schweizer Bauernverband,4564729,1035028,,Activities of business and employers membership organisations,,,
30,30,Rudolf Minsch,economiesuisse,5881302,5881302,,Activities of business and employers membership organisations,,,
276,30,0,0,0,0,,0,0,,0
31,31,Rohner Petra,Persönliche Mitarbeiterin,1032389,,,0,,,
277,31,0,,0,0,,0,0,,0
32,32,Uebersax Judith,SVP Frauen Schweiz,0,,,0,,,
278,32,Thomas Bähler,"VSMR, Verband Stahl-, Metall- und Papier-Recycling Schweiz",5466774,,,0,"Geschäftsführer von Wirtschaftsverbänden im Mandatsverhältnis (Stahl-, Metall und Papier-Recycling; Entsorgung von elektronischen und elektrischen Altgeräten; Blumenimport und -grosshandel, Tabakwarenhandel, Kartenverlage)",,
33,33,0,0,0,0,,0,0,,0
279,33,0,0,0,0,,0,0,,0
34,34,Beat Christen,Persönlicher Mitarbeiter,390435,,,Pension funding,"http://newsnetz-blog.ch/hugostamm/blog/2012/05/03/stosstrupp-gottes-in-den-wandelhallen/comment-page-4/#comments 

http://www.vbg.net/die-vbg/wer-wir-sind/mitarbeitende.html",,
280,34,Thomas Ruckstuhl,Persönlicher Mitarbeiter,4968137,,,Pension funding,,,
35,35,Martin Kuonen,Centre Patronal,5809264,5809264,,Activities of business and employers membership organisations,,,
281,35,Jean-Claude Chabloz,Gast,4686773,,,Freight transport by road,,,
36,36,Daniel Bulliard,Gast,98731,98731,,Freight transport by road,,,
282,36,Xavier Pilloud,Persönlicher Mitarbeiter,6216610,,,Pension funding,,,
37,37,Brigitte Pitteloud,Etat du Valais,5348250,,,0,,,
283,37,Alfred Squaratti,Union Suisse des Sociétés d'Ingénieurs Conseils (usic),727481,727481,,0,,,
38,38,Martin Fröhlich,Persönlicher Mitarbeiter,5609600,,,Pension funding,,,
284,38,0,0,0,0,,0,0,,0
39,39,Töngi Michael,Schweizerische Mieterinnen- und Mieterverband,5653046,,,0,,,
285,39,Jean-Félix Savary,Groupement Romand d'Etudes des Addictions (GREA),0,,,0,,,
40,40,0,0,0,0,,0,0,,0
286,40,0,0,0,0,,0,0,,0
41,41,Sara Guerra,Stagiaire per il Canton Ticino,4265242,,,0,,,
287,41,0,0,0,0,,0,0,,0
42,42,Arthur Wellinger,Biomasse Suisse,647183,647183,,0,,,
288,42,Laurent Seydoux,Parti vert libéral,5539859,451881,,0,,,
43,43,Sandra-Anna Göbelbecker,Persönliche Mitarbeiterin,0,,,0,,,
289,43,Jean-Marc Widmer,Fédération Suisse Fonctionnaires de Police,718031,4377053,,0,,,
44,44,0,0,0,0,,0,0,,0
290,44,0,0,0,0,,0,0,,0
45,45,Felix Wirz,Ecopolitics GmbH,903555,4045146,,"Other professional, scientific and technical activities n.e.c.",,,
291,45,Buschbeck Mathias,Persönlicher Mitarbeiter,5560778,,,Pension funding,,,
46,46,Bettina Mutter,Dynamicsgroup,6701264,6701264,,Business and other management consultancy activities,cf. Franz Egle / Dynamics Group AG,,
292,46,Timotheos Frey,Burson-Marsteller AG,0,,,Public relations and communication activities,,,
47,47,Sarkis Shahinian,Parlamentarische Gruppe Schweiz-Armenien,7038795,7038795,,0,,,
293,47,0,0,0,0,,0,0,,0
48,48,Dieter Kläy,Schweizerischer Gewerbeverband (sgv),4562781,4562781,,0,,,
294,48,Markus Meier,HEV Kanton Baselland,914296,651505,,0,,,
49,49,Christina Gaggini,economiesuisse,0,,,Activities of business and employers membership organisations,,,
295,49,Arnaud Schaller,Alliance des Assureurs Maladie Suisses (AAMS),7092939,7092939,,0,,,
50,50,Ronny Kaufmann,Die Schweizerische Post,4504015,4504015,,Postal activities under universal service obligation,,,
296,50,0,0,0,0,,0,0,,0
51,51,0,0,0,0,,0,0,,0
297,51,0,0,0,0,,0,0,,0
52,52,Rita Eder-Bachmann,Gast,0,,,Freight transport by road,,,
298,52,Jürg Schlup,Verbindung der Schweizer Ärztinnen und Ärzte FMH,913498,,,Activities of professional membership organisations,,,
53,53,Ruedi Leder,Gast,4938398,628575,,Freight transport by road,,,
299,53,Konrad Hanspeter,Schweizerischer Pensionskassenverband (ASIP),693253,,,0,,,
54,54,Albert Leiser,Hauseigentümerverband (HEV) Zürich,297418,297418,,0,,,
300,54,Ansgar Gmür,Hauseigentümerverband (HEV) Schweiz,1192206,1192206,,0,,,
55,55,Marie-Louise Baumann,MLB Communications,4629069,4689222,,Public relations and communication activities,,,
301,55,Daniel Heller,Farner Consulting AG,1138134,224973,,Public relations and communication activities,,,
56,56,Fadri Ramming,Regierungskonferenz der Gebirgskantone (RKGK),1049448,1049448,,0,,,
302,56,Thomas Egger,Schweizerische Arbeitsgemeinschaft für das Berggebiet (SAB),5461137,,,0,,,
57,57,Werni Birrer,Gast,0,,,Freight transport by road,,,
303,57,Richard Estermann,Gast,4316993,152168,,Freight transport by road,,,
58,58,Helen Fässler-Eiermann,Gast,5818623,5818623,,Freight transport by road,,,
304,58,0,0,0,0,,0,0,,0
59,59,Chantal Aeby Pürro,Fédération suisse des vignerons (FSV),0,,,0,,,
305,59,Guido Fürer,Bureau de prévention des accidents (bpa),175532,6465912,,0,,,
60,60,Hans Kuno Schweiger,Gast,0,,,Freight transport by road,,,
306,60,Bruno Stegmann,Gast,0,,,Freight transport by road,,,
61,61,Peter Graf,Persönlicher Mitarbeiter,198530,,,Pension funding,,,
307,61,0,0,0,0,,0,0,,0
62,62,Miriam Wetter,Persönliche Mitarbeiterin,6773289,,,0,,,
308,62,Andrea Arezina,Persönliche Mitarbeiterin,0,,,0,,,
63,63,0,0,0,0,,0,0,,0
309,63,0,0,0,0,,0,0,,0
64,64,Roland Seiler,Schweizerischer Fischerei-Verband (SFV),4185352,,,0,,,
310,64,Conradin Nils Münger,Verein Kinderlobby,0,,,0,,,
65,65,Sybille Oetliker,Schweizerischer Städteverband (SSV),0,,,0,Wissenschaftliche Mitarbeiterin Schweizerischer Städteverband (http://staedteverband.ch/de/Info/Stadteverband/Geschaftsstelle),,
311,65,0,0,0,0,,0,0,,0
66,66,Ernesto Engel,Kunststoff Verband Schweiz,5472975,5472975,,Activities of business and employers membership organisations,,,
312,66,0,0,0,,,0,0,,0
67,67,Ingrid Hess,Umweltallianz,1060459,,,0,,,
313,67,Michèle Graber,Persönliche Mitarbeiterin,1091117,6749204,,0,,,
68,68,Hans-Georg Bächtold,Schweizerischer Ingenieur- und Architekten-Verein,5369267,,,Pension funding,,,
314,68,Peter Schuhmacher,GEO Consulting Group AG,6935670,858208,,Business and other management consultancy activities,,,
69,69,Hansruedi Streiff,Holzindustrie Schweiz,765735,765735,,Activities of professional membership organisations,,,
315,69,Henrique Schneider,Schweizerischer Gewerbeverband (sgv),6527757,6527757,,0,,,
70,70,Cahannes Dagobert,Kanton Solothurn,0,,,General public administration activities,,,
316,70,Michael Schmid,Verband der Schweizerischen Gasindustrie (VSG),5131890,,,0,,,
71,71,Priska Föhn,Gast,4444336,4444336,,Freight transport by road,,,
317,71,Marco Föhn,Gast,5530653,5530653,,Freight transport by road,,,
72,72,Christian Melly,Canton du Valais,329858,329859,,Cantonal banks,,,
318,72,Xavier Bertelletto,Canton du Valais,0,p27003254264,,Cantonal banks,,,
73,73,Paul-André Simon,Persönlicher Mitarbeiter,679457,,,Pension funding,,,
319,73,Kristensen Philip Holmgaard,Centre Patronal (Mandat Aerosuisse und Parl. Gruppe Luft- und Raumfahrt),0,,,0,,,
74,74,Joël A. Thüring,Persönlicher Mitarbeiter,0,5089791,,Pension funding,,,
320,74,Jean-Christophe Britt,Novartis International AG (Public Affairs),4449735,,,0,Mediensprecher Novartis International AG,,
75,75,Kuno Hämisegger,Schweizerische Bankiervereinigung (SBVg),1008819,1008819,,0,,,
321,75,0,0,0,0,,0,0,,0
76,76,Antoine Carraux,Union Démocratique du Centre du Valais romand,0,,,0,,,
322,76,Jérome Desmeules,Union Démocratique du Centre du Valais romand,0,,,0,,,
77,77,Reto Wiesli,Médecins de famille suisse,5454878,5454878,,0,,,
323,77,0,0,0,0,,0,0,,0
78,78,Jürg Wittwer,Hausverein Schweiz,530454,,,0,,,
324,78,0,0,0,0,,0,,,0
79,79,0,0,0,0,,0,0,,0
325,79,0,0,0,0,,0,0,,0
80,80,Kurt Rohrbach,Verband Schweizerischer Elektrizitätsunternehmen,633152,404341,,0,,,
326,80,Roger de Weck,SRG SSR,4243104,4243104,,Other interest groups,,,
81,81,Christoph Dietler,pulswert GmbH,132945,,,0,,,
327,81,0,0,0,0,,0,0,,0
82,82,Rudolf Horber,Schweizerischer Gewerbeverband (sgv),5398217,5398217,,0,,,
328,82,Beat Spahni,ThinkArt Consulting,459304,,,0,,,
83,83,Chantal Balet,Cabinet conseils FBL associés,46828,46828,,0,,,
329,83,Martin Schläpfer,Migros-Genossenschafs-Bund,787618,4860527,,"Non-specialized wholesale of food, beverages and tobacco",,,
84,84,Renate Hotz,Hotz Communications AG,238485,1046083,,Public relations and communication activities,,,
330,84,0,0,0,0,,0,0,,0
85,85,Hans-Ulrich Hunziker,SAVASS (Swiss Association Value Added Services),735395,,,0,,,
331,85,Michael Gehrken,ASTAG (Schweizerischer Nutzfahrzeugverband),869641,869641,,Activities of professional membership organisations,,,
86,86,Barbara Küttel,Kleinbauern-Vereinigung (VKMB),6740468,,,0,,,
332,86,Rudolf Alther,Gesellschaft Schweiz-Albanien,33090,33090,,Other interest groups,,,
87,87,Patrick Hofstetter,WWF Schweiz,6789934,6328680,,Other interest groups,,,
333,87,Barmettler Franziska,Wirtschaftsverband swisscleantech,5864569,,,0,,,
88,88,Jonas Glanzmann,Persönlicher Mitarbeiter,5029225,,,Pension funding,,,
334,88,Guido Graf,Kanton Luzern,198659,,,General care hospitals,http://www.lu.ch/gesundheit_soziales = http://infocube.ch/de/p/198658/graf-guido ???,,
89,89,Nicole Werner,Alliance Sud,6984331,,,0,,,
335,89,Moreno Casasola,Solidarité sans frontières,0,,,"Cultural, education, scientific and research organisations",,,
90,90,Marcel Kreber,Schweizer Brauerei-Verband,5767738,5767738,,0,,,
336,90,Hannes Jaisli,Gastro Suisse,4081131,,,Management of restaurants,,,
91,91,0,0,0,0,,0,0,,0
337,91,0,0,0,0,,0,0,,0
92,92,Wyss Gräber Andrea,Gast,5446271,5446271,,Freight transport by road,,,
338,92,0,0,0,0,,0,0,,0
93,93,Markus Allemann,Greenpeace Schweiz,288312,,,Other interest groups,,,
339,93,Christina Goethe,Swissaid,0,,,Charitable institutions,,,
